question_id,question,gold,n_variants,pass1_majority,pass2_majority,pass1_accuracy,pass2_accuracy,pass1_cal_accuracy,pass2_cal_accuracy,stability_score,transition_entropy,improvement_rate,regression_rate,pass1_logodds_mean,pass2_logodds_mean,pass1_commitment_mean,pass2_commitment_mean,response_drift_mean,delta_logodds_mean,delta_commitment_mean,delta_margin_mean,delta_entropy_mean,basin_class
23,Do the Egyptian pyramids look the same from outside as they did when new?,no,7,no,no,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5714285714285714,1.4488156357208566,0.0,0.42857142857142855,-2.5284887040889124,-3.192133222148308,0.6071428571428571,0.6142857142857142,0.174588748228338,-0.6636445180593956,0.007142857142857133,0.663644518171038,-0.08062654805196043,moderately stable basin
24,Does March begin on the same day of the week as February during leap years?,no,7,no,no,1.0,0.8571428571428571,1.0,0.5714285714285714,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-3.3541183470691527,-3.0785135540404602,0.6714285714285715,0.6714285714285715,0.1480807000392639,0.2756047930286928,0.0,-0.2756047930036272,0.03415898381669748,stable correct basin
25,Is blonde hair green eyed Sara Paxton considered a Latino?,yes,7,no,no,0.0,0.0,0.0,0.14285714285714285,1.0,-1.4428232973175175e-12,0.0,0.0,-3.615875788445195,-3.276980263740442,0.65,0.65,0.13362528939634477,0.3388955247047535,0.0,0.33889552525111605,0.025445331156188918,stable correct basin
26,Can the history of art be learned by an amoeba?,no,7,no,no,1.0,0.5714285714285714,1.0,0.42857142857142855,0.5714285714285714,0.9852281360313662,0.0,0.42857142857142855,-4.049070626998394,-2.9556552341174873,0.65,0.6285714285714284,0.4005480115894001,1.0934153928809063,-0.021428571428571432,-1.0934153965541296,0.10528903277299854,moderately stable basin
27,Does it seem like the Gorillaz is composed of more members than they have?,yes,7,no,no,0.0,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.591672778579442,0.14285714285714285,0.0,-1.9123137337505725,-3.2410278319341304,0.6285714285714284,0.65,0.07952694583022957,-1.3287140981835583,0.021428571428571432,-1.328714098249163,-0.1640636481170003,moderately stable basin
28,Did Ice make people rich?,yes,7,no,no,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.591672778579442,0.14285714285714285,0.0,-2.58738218029598,-3.5832432334807875,0.6642857142857143,0.6714285714285714,0.23014562538414488,-0.9958610531848079,0.00714285714285715,-0.9958610534667969,-0.13574023803223254,moderately stable basin
29,Did Polar Bears roam around in Ancient Greece?,no,7,no,no,0.7142857142857143,0.7142857142857143,1.0,0.8571428571428571,0.7142857142857143,1.6644977791946904,0.14285714285714285,0.14285714285714285,-2.918535504953733,-4.326038905201197,0.6642857142857143,0.7071428571428571,0.2018633003218712,-1.407503400247465,0.042857142857142864,1.407503400530134,-0.15438563817744247,moderately stable basin
30,Is Alistair Darling in favor of Scottish independence?,no,7,no,no,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-3.6403301782257103,-3.554926190869801,0.6714285714285715,0.6928571428571428,0.2832228448139854,0.08540398735590848,0.021428571428571432,-0.08540398733956474,-0.0030386904059223362,stable correct basin
31,Is ID required to get all medications from all pharmacies?,no,7,no,no,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,1.0,0.8631205685637456,0.0,0.0,-2.7659121921421668,-4.388973234459686,0.6357142857142858,0.6714285714285716,0.11716381708803991,-1.6230610423175202,0.03571428571428571,1.623061043875558,-0.06981287695750382,stable correct basin
32,Do many fans of J.K Rowling know who Alan Rickman is?,yes,7,yes,no,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.5714285714285714,1.5566567074584952,0.0,0.2857142857142857,-0.9104401724539805,-2.9387228829040017,0.65,0.6714285714285715,0.07203299858953252,-2.028282710450021,0.021428571428571432,-2.028282710484096,-0.1052575762276821,moderately stable basin
33,Does the Constitution of the Philippines copy text from the British constitution?,no,7,no,no,0.7142857142857143,0.5714285714285714,1.0,0.7142857142857143,0.5714285714285714,1.842370993171338,0.14285714285714285,0.2857142857142857,-2.9561707632173184,-3.5355884004500875,0.65,0.6071428571428571,0.4769528233660007,-0.5794176372327693,-0.04285714285714285,0.5794176374162946,-0.0887155162923339,moderately stable basin
34,Is sunscreen unhelpful for the condition that killed Bob Marley?,yes,7,no,no,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.3787834934818475,0.2857142857142857,0.0,-2.403853825097881,-4.07011686033858,0.65,0.6928571428571428,0.25720700617602804,-1.6662630352406986,0.042857142857142864,-1.6662630353655135,-0.2917927019145407,moderately stable basin
35,Did mongoose come from later period than rhinos?,yes,7,no,no,0.0,0.0,0.14285714285714285,0.0,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-2.6861784797838055,-4.866093769671276,0.6857142857142857,0.6642857142857143,0.22506139684286622,-2.179915289887471,-0.021428571428571432,-2.179915291922433,-0.25674268463591055,stable correct basin
36,"Is 2018 Ashland, Oregon population inadequate to be a hypothetical military division?",no,7,no,no,0.8571428571428571,0.5714285714285714,0.0,1.0,0.7142857142857143,1.3787834934818475,0.0,0.2857142857142857,-1.7279096330745563,-4.412120273115129,0.6857142857142857,0.7071428571428571,0.24117627443264908,-2.684210640040573,0.021428571428571432,2.684210641043527,-0.2698289506951223,moderately stable basin
37,Is it wise to feed a Snickers bar to a poodle?,no,7,no,no,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,1.0,0.591672778579442,0.0,0.0,-3.0923140388690262,-4.427411759813987,0.6285714285714287,0.6714285714285715,0.3039805226087868,-1.3350977209449606,0.042857142857142864,1.3350977216448103,-0.14553139175817006,stable correct basin
38,Is it best to avoid kola nuts with colitis?,yes,7,no,no,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,0.8571428571428572,0.9852281360313662,0.0,0.0,-0.9751864841809327,-4.802692411703563,0.6785714285714286,0.7142857142857143,0.2444003146500684,-3.8275059275226306,0.03571428571428571,-3.8275059291294644,-0.2168900383316721,stable correct basin
39,Does Woody Allen await the Second Coming?,no,7,no,yes,0.7142857142857143,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.4285714285714286,1.842370993171338,0.14285714285714285,0.42857142857142855,-2.2208175658822107,-3.807353428280469,0.65,0.65,0.1393289891241573,-1.5865358623982584,0.0,1.586535862513951,-0.25929809330697917,flip-prone basin
40,Would Temujin hypothetically be jealous of Charlemagne's conquests?,no,7,no,no,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.7142857142857143,1.6644977791946904,0.14285714285714285,0.14285714285714285,-1.4129758562229588,-3.771239143905643,0.6071428571428571,0.6428571428571429,0.28163211408808114,-2.3582632876826835,0.03571428571428571,2.3582632882254466,-0.13820446357638658,moderately stable basin
41,"If Goofy were a pet, would he need heartworm prevention?",yes,7,no,yes,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.4285714285714286,1.842370993171338,0.2857142857142857,0.14285714285714285,-1.5799751281511232,-3.4037154056831724,0.6214285714285713,0.6142857142857142,0.1664973355854326,-1.8237402775320484,-0.00714285714285715,-1.8237402779715401,-0.2892537182452975,flip-prone basin
42,Is number of different US President's in 1800s a lucky number in Hong Kong?,no,7,no,no,0.8571428571428571,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428572,1.1488348542765885,0.0,0.14285714285714285,-3.26833452478277,-3.8515979216873886,0.692857142857143,0.692857142857143,0.2921778623815975,-0.5832633969046187,0.0,0.5832633972167969,-0.06367365723412186,stable but diverse basin
43,Does Biochemistry study gluons?,no,7,no,no,1.0,0.8571428571428571,1.0,1.0,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-3.145102909373382,-4.106283460050576,0.6714285714285715,0.6714285714285715,0.2561364695180626,-0.9611805506771949,0.0,0.9611805507114956,-0.15612160935257702,stable correct basin
44,Can fish get Tonsillitis?,no,7,no,no,1.0,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.8631205685637456,0.0,0.2857142857142857,-1.9157992771424546,-2.8290470666679406,0.65,0.5928571428571427,0.1310793434372925,-0.9132477895254857,-0.05714285714285715,0.913247789655413,-0.06799867013814885,moderately stable basin
45,Would a blooming onion be possible with a shallot?,no,7,no,no,0.8571428571428571,0.7142857142857143,0.42857142857142855,1.0,0.8571428571428572,1.1488348542765885,0.0,0.14285714285714285,-2.130920410124046,-3.2373155865099816,0.6357142857142858,0.6142857142857142,0.16895700801060506,-1.1063951763859352,-0.021428571428571432,1.1063951764787947,-0.09314127884691936,stable but diverse basin
46,Would a packed Wembley stadium be likely to have a descendant of the Mongols inside?,yes,7,no,no,0.0,0.14285714285714285,1.0,0.42857142857142855,0.7142857142857143,0.591672778579442,0.14285714285714285,0.0,-1.3084013802575936,-3.31143733423533,0.6357142857142858,0.6142857142857142,0.11135359768543118,-2.0030359539777365,-0.021428571428571432,-2.0030359540666853,-0.20527000010931745,moderately stable basin
47,Is dyslexia the most common intellectual disability in US?,no,7,no,no,1.0,1.0,1.0,0.8571428571428571,1.0,-1.4428232973175175e-12,0.0,0.0,-3.0557359967025013,-4.388383045786847,0.65,0.6714285714285715,0.30108316603975005,-1.3326470490843465,0.021428571428571432,1.3326470511300224,-0.08528024220557727,stable correct basin
48,Are Brian Cranston and Saoirse Ronan's combined Emmy Awards a prime number?,no,7,no,no,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,0.5714285714285714,1.3787834934818475,0.14285714285714285,0.2857142857142857,-3.0488684517106432,-3.6893266948382104,0.6714285714285715,0.6428571428571429,0.13932075345065936,-0.6404582431275675,-0.02857142857142858,0.640458243233817,-0.11959007461521952,moderately stable basin
49,Is most store bought rice pudding made with brown rice?,no,7,no,no,0.5714285714285714,0.8571428571428571,0.42857142857142855,1.0,0.7142857142857143,1.3787834934818475,0.2857142857142857,0.0,-2.9071573525474683,-3.8413271219987526,0.65,0.65,0.2868571025825055,-0.934169769451284,0.0,0.9341697692871094,-0.16285967488360345,moderately stable basin
50,Do depressed people travel to the Golden Gate Bridge often?,yes,7,no,yes,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.4285714285714286,1.3787834934818475,0.5714285714285714,0.0,-2.195055825339445,-3.305349077404943,0.6142857142857142,0.6571428571428573,0.07757006221784099,-1.1102932520654967,0.042857142857142864,-1.110293252127511,-0.14628839853819825,uncertain basin
51,Would a snakebite hypothetically be a threat to T-1000?,no,7,no,yes,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.8571428571428571,0.1428571428571429,1.1488348542765885,0.14285714285714285,0.7142857142857143,-1.3169441223010507,-3.5853255130048973,0.65,0.692857142857143,0.18050408504814056,-2.268381390703847,0.042857142857142864,2.2683813912527904,-0.12930270573210537,uncertain basin
52,Is Kobe's famous animal product used in a BLT?,no,7,no,yes,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.4488156357208566,0.0,0.42857142857142855,-2.3237108502664614,-2.639729091034032,0.6714285714285715,0.7071428571428572,0.15919470920930964,-0.31601824076757,0.03571428571428571,0.3160182407924107,-0.03393069376602021,moderately stable basin
53,Is the Asian black bear multicolored?,yes,7,no,yes,0.2857142857142857,0.5714285714285714,0.0,0.0,0.7142857142857143,1.5566567074584952,0.2857142857142857,0.0,-3.29533822182231,-4.472054615419304,0.6571428571428571,0.6785714285714286,0.11861240828042342,-1.1767163935969933,0.021428571428571432,-1.1767163957868303,-0.10549502591065206,moderately stable basin
54,Could  jockey win Triple Crown between Eid al-Fitr endpoints?,no,7,no,yes,0.5714285714285714,0.0,0.5714285714285714,1.0,0.2857142857142857,0.9852281360313662,0.0,0.5714285714285714,-2.6411132811549947,-3.9088924950856705,0.65,0.6285714285714284,0.10480170902534959,-1.2677792139306756,-0.021428571428571432,1.2677792140415736,-0.22830812740396214,uncertain basin
55,Can an adult human skull hypothetically pass through the birth canal?,yes,7,no,no,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,1.0,0.591672778579442,0.0,0.0,-2.363478524288034,-4.151538303431243,0.6714285714285715,0.6714285714285715,0.1876813646743063,-1.7880597791432085,0.0,-1.7880597795758928,-0.19293787153368577,stable correct basin
56,Did Jerry Seinfeld have reason to cheer in 1986?,yes,7,no,yes,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.9852281360313662,0.5714285714285714,0.0,-1.631076812733112,-3.17103903625645,0.6928571428571428,0.692857142857143,0.36948126851230423,-1.5399622235233377,0.0,-1.5399622235979353,-0.21560031772259583,uncertain basin
57,Are the Vietnamese people a great untapped resource for NBA players?,no,7,no,no,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0,0.591672778579442,0.0,0.0,-2.20058441159246,-3.290748051062836,0.6142857142857142,0.6357142857142858,0.1505546261754003,-1.090163639470376,0.021428571428571432,1.0901636396135603,-0.08375469234837205,stable correct basin
58,Are Aldi's foods discounted due to being out of date?,no,7,no,no,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428572,1.1488348542765885,0.0,0.14285714285714285,-2.3361636570262028,-3.241283961608189,0.65,0.65,0.11090111573975667,-0.9051203045819859,0.0,0.9051203046526227,-0.09589296912027703,stable but diverse basin
59,Can Darth Vader hypothetically outdunk Bill Walton without using The Force?,no,7,no,no,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.5714285714285714,1.6644977791946904,0.14285714285714285,0.14285714285714285,-2.0847494942493445,-3.105958121039907,0.6857142857142857,0.65,0.1274689991398549,-1.0212086267905622,-0.03571428571428571,1.0212086268833704,-0.033499325803538864,moderately stable basin
60,Is a curling iron necessary in curling?,no,7,no,no,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-2.9719957623269164,-3.421464647085247,0.65,0.6714285714285716,0.24954950747559224,-0.4494688847583301,0.021428571428571432,0.4494688851492746,-0.04024578372417449,stable correct basin
61,Is a jellyfish safe from atherosclerosis?,yes,7,no,no,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.8571428571428572,1.3787834934818475,0.14285714285714285,0.0,-2.3338922772747424,-4.23822729840034,0.65,0.6714285714285715,0.23810617354164343,-1.904335021125598,0.021428571428571432,-1.9043350219726562,-0.18102315694741397,stable but diverse basin
62,Could all of the famous Apollo's hypothetically defeat all of the famous D'Artagnan's?,yes,7,no,no,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.8571428571428572,1.3787834934818475,0.14285714285714285,0.0,-2.465727669809049,-2.794044494574808,0.6357142857142858,0.6785714285714286,0.16668562402450512,-0.32831682476575924,0.042857142857142864,-0.3283168247767857,-0.04669707374780328,stable but diverse basin
63,Would Shaggy and Redenbacher popcorn founder both raise hand during first name roll call?,yes,7,no,no,0.0,0.14285714285714285,0.0,0.5714285714285714,0.5714285714285714,0.591672778579442,0.14285714285714285,0.0,-2.832300458576991,-2.8856233867798826,0.6285714285714284,0.6285714285714287,0.12008629763327276,-0.05332292820289185,0.0,-0.05332292829241071,0.07000869002890385,moderately stable basin
64,Does horseradish have a fetlock?,no,7,no,yes,0.8571428571428571,0.14285714285714285,1.0,1.0,0.2857142857142857,1.1488348542765885,0.0,0.7142857142857143,-2.783572060669427,-3.468286241694559,0.65,0.6785714285714286,0.26896317103637246,-0.6847141810251314,0.02857142857142858,0.6847141810825893,-0.10444852418763029,uncertain basin
65,Does Antarctica have a lot of problems relating to homelessness?,no,7,no,yes,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.4285714285714286,0.9852281360313662,0.0,0.5714285714285714,-2.579401288623835,-3.470778873785124,0.6357142857142858,0.6142857142857142,0.23636271310804277,-0.891377585161289,-0.021428571428571432,0.8913775852748326,-0.08542341796630404,uncertain basin
66,Does Masaharu Morimoto rely on glutamic acid?,yes,7,no,no,0.0,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,0.8631205685637456,0.2857142857142857,0.0,-2.0498046874667786,-3.6887539453058613,0.65,0.6714285714285715,0.1261937367238135,-1.6389492578390825,0.021428571428571432,-1.638949257986886,-0.22537842469925545,moderately stable basin
67,Was the amount of spinach Popeye ate unhealthy?,yes,7,no,no,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.591672778579442,0.14285714285714285,0.0,-2.4882529122107337,-3.2493384223900392,0.6642857142857143,0.6428571428571429,0.11876916626481972,-0.7610855101793053,-0.021428571428571432,-0.7610855102539062,-0.07948931912124392,moderately stable basin
68,Does Mercury make for good Slip N Slide material?,no,7,no,no,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.8571428571428572,1.1488348542765885,0.0,0.14285714285714285,-1.9764987400338219,-3.2188589911819805,0.65,0.65,0.14079760435120164,-1.2423602511481584,0.0,1.2423602512904577,-0.02818094384657881,stable but diverse basin
69,Can a snow leopard swim?,yes,7,no,no,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.3787834934818475,0.2857142857142857,0.14285714285714285,-2.2017233711566733,-2.5577359878466472,0.6928571428571428,0.7142857142857143,0.2189943910174441,-0.3560126166899738,0.021428571428571432,-0.3560126168387277,-0.23570657637757844,moderately stable basin
70,Was Eve involved in an incestuous relationship?,yes,7,no,no,0.0,0.0,0.2857142857142857,0.14285714285714285,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-2.6883534022108613,-3.276271274949299,0.6857142857142857,0.6642857142857143,0.10352210157376214,-0.5879178727384377,-0.021428571428571432,-0.5879178728376117,-0.030922893119586355,stable correct basin
71,Could the Powepuff Girls make the background to the Azerbaijani flag?,yes,7,no,no,0.0,0.0,0.2857142857142857,0.14285714285714285,0.8571428571428572,-1.4428232973175175e-12,0.0,0.0,-2.4868621825658623,-3.790963308973883,0.65,0.7071428571428571,0.1832547844055132,-1.3041011264080211,0.05714285714285715,-1.3041011265345983,-0.17115783643147617,stable correct basin
72,Did the Coen brothers ever collaborate with the Brothers Grimm?,no,7,no,no,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428572,0.591672778579442,0.0,0.14285714285714285,-3.7008410859954988,-3.718183244841977,0.6714285714285714,0.7,0.3091485477922055,-0.017342158846477686,0.028571428571428564,0.01734215872628348,-0.006051006783124223,stable correct basin
73,Would you spend less on your food at Aldi than at Whole Foods?,yes,7,no,no,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.8571428571428572,1.3787834934818475,0.0,0.14285714285714285,-1.1434653145793874,-3.0462853566718695,0.6142857142857142,0.65,0.11976727085093862,-1.9028200420924821,0.03571428571428571,-1.902820042201451,-0.06262664775247322,stable but diverse basin
