question_id,variant,strength,gold,question,pass1_correct,pass2_correct,pass1_cal_correct,pass2_cal_correct,pass1_logodds,pass2_logodds,pass1_commitment,pass2_commitment,delta_logodds,delta_commitment,delta_margin,response_drift,transition_entropy,improvement_rate,regression_rate,prediction_change_rate,text_change_rate,transition_majority
1,anchored_xml,0.55,no,Would lumberjacks get full after eating three dosa?,1.0,1.0,1.0,1.0,-5.085624694662544,-4.477535247714728,0.55,0.55,0.6080894469478153,0.0,-0.6080894470214844,0.02180685358255452,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
1,answer_first,0.45,no,Would lumberjacks get full after eating three dosa?,1.0,0.0,0.0,1.0,-3.416404724090667,-1.6262702941845648,0.55,0.4,1.7901344299061022,-0.15000000000000002,-1.7901344299316406,0.047368421052631615,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
1,plain,0.0,no,Would lumberjacks get full after eating three dosa?,0.0,0.0,1.0,1.0,-0.29935836791931414,-1.8282127380310473,0.6,0.6,-1.5288543701117332,0.0,1.5288543701171875,0.050000000000000044,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
1,verbose,1.0,no,Would lumberjacks get full after eating three dosa?,1.0,1.0,1.0,1.0,-5.048263549648942,-6.498504638007729,0.8,0.8,-1.450241088358787,0.0,1.4502410888671875,0.4744027303754266,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
2,anchored,0.15,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,0.0,1.0,1.0,0.2706756591791394,-0.7928733825666021,0.65,0.55,-1.0635490417457416,-0.09999999999999998,-1.0635490417480469,0.03170028818443804,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
2,anchored_reason,0.35,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,1.0,1.0,1.0,-0.44643020629790553,-0.7235145568831889,0.65,0.65,-0.27708435058528336,0.0,-0.2770843505859375,0.013477088948787075,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
2,anchored_selfcheck,0.75,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,1.0,1.0,0.0,-3.5489463805804866,-5.268600463673049,0.8,0.8,-1.719654083092562,0.0,-1.7196540832519531,0.08743169398907102,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
2,anchored_xml,0.55,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,1.0,0.0,0.0,-3.886711120556739,-4.359947204511603,0.65,0.8,-0.4732360839548644,0.15000000000000002,-0.473236083984375,0.17582417582417587,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
2,answer_first,0.45,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,0.0,1.0,0.0,-2.349990844716172,-2.02226638793203,0.55,0.55,0.32772445678414197,0.0,0.3277244567871094,0.20382165605095537,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
2,plain,0.0,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,0.0,0.0,1.0,0.3088264465325754,-0.7325553894026973,0.65,0.65,-1.0413818359352727,0.0,-1.0413818359375,0.030864197530864224,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
2,verbose,1.0,yes,Would a member of the United States Air Force get a discount at Dunkin Donuts?,0.0,1.0,1.0,0.0,-3.63907241817486,-5.633747100550374,0.8,0.8,-1.9946746823755137,0.0,-1.9946746826171875,0.059523809523809534,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
3,anchored,0.15,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,0.0,1.0,1.0,0.4974746704091197,-0.27584838867131634,0.65,0.65,-0.7733230590804361,0.0,-0.7733230590820312,0.010101010101010055,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
3,anchored_reason,0.35,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,1.0,1.0,0.0,0.01380157470700363,-2.179775238028378,0.65,0.65,-2.193576812735382,0.0,-2.1935768127441406,0.02005730659025784,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
3,anchored_selfcheck,0.75,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,1.0,0.0,0.0,-4.036888122501962,-6.20143127392061,0.65,0.65,-2.1645431514186484,0.0,-2.1645431518554688,0.20496894409937894,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
3,anchored_xml,0.55,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,1.0,1.0,0.0,-3.6744270324313026,-6.799968718584603,0.8,0.8,-3.1255416861533005,0.0,-3.1255416870117188,0.02052785923753664,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
3,answer_first,0.45,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,0.0,1.0,0.0,-3.3346900939661066,-1.880336761468206,0.5,0.5,1.4543533324979006,0.0,1.4543533325195312,0.12,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
3,plain,0.0,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,0.0,1.0,0.0,0.7194671630843712,-1.8650169372495582,0.75,0.65,-2.5844841003339294,-0.09999999999999998,-2.584484100341797,0.24764890282131657,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
3,verbose,1.0,yes,"In a hypothetical race between a Swallow and an American Woodcock, would the Swallow win?",0.0,1.0,0.0,0.0,-3.9502906798797097,-7.463470457241188,0.8,0.8,-3.5131797773614784,0.0,-3.5131797790527344,0.11821086261980829,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
4,anchored,0.15,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,0.0,1.0,0.3974304199210591,-1.4750938415485917,0.65,0.65,-1.8725242614696507,0.0,1.8725242614746094,0.5823529411764705,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
4,anchored_reason,0.35,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,0.0,1.0,-0.29577255248963397,-1.6351165771435023,0.65,0.65,-1.3393440246538684,0.0,1.3393440246582031,0.5747126436781609,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
4,anchored_selfcheck,0.75,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,1.0,1.0,-4.298553466723296,-6.2623634333134355,0.65,0.8,-1.9638099665901398,0.15000000000000002,1.9638099670410156,0.2407407407407407,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
4,anchored_xml,0.55,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,1.0,0.0,-3.7679252624079047,-3.7082710265705696,0.65,0.8,0.05965423583733509,0.15000000000000002,-0.05965423583984375,0.22608695652173916,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
4,answer_first,0.45,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,0.0,1.0,-0.8367424011211713,-3.5246315002102286,0.65,0.65,-2.687889099089057,0.0,2.6878890991210938,0.17919075144508667,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
4,plain,0.0,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,0.0,0.0,0.5975570678698262,-0.7633209228498833,0.75,0.65,-1.3608779907197095,-0.09999999999999998,1.3608779907226562,0.6474358974358974,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
4,verbose,1.0,no,Were number of states in Ancient Greece underwhelming compared to US states in 1900?,1.0,1.0,1.0,1.0,-4.171524047786764,-7.271377562038032,0.8,0.8,-3.0998535142512686,0.0,3.099853515625,0.05190311418685123,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
5,anchored,0.15,no,Can petroleum jelly be used as fuel in a car?,1.0,1.0,1.0,0.0,0.023826599121046357,-0.9363937377908101,0.65,0.65,-0.9602203369118565,0.0,0.9602203369140625,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,correct→correct
5,anchored_reason,0.35,no,Can petroleum jelly be used as fuel in a car?,1.0,1.0,1.0,1.0,-0.8032722473126683,-1.4182853698691589,0.65,0.65,-0.6150131225564905,0.0,0.6150131225585938,0.0267379679144385,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
5,anchored_selfcheck,0.75,no,Can petroleum jelly be used as fuel in a car?,1.0,1.0,1.0,1.0,-4.496459960847812,-5.769222259201199,0.65,0.65,-1.2727622983533875,0.0,1.2727622985839844,0.03430079155672827,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
5,anchored_xml,0.55,no,Can petroleum jelly be used as fuel in a car?,1.0,0.0,1.0,1.0,-4.675151824843932,-7.073734282266718,0.65,0.65,-2.398582457422786,0.0,2.3985824584960938,0.28253968253968254,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
5,answer_first,0.45,no,Can petroleum jelly be used as fuel in a car?,1.0,0.0,1.0,1.0,-9.358081806034821,-4.783931732058169,0.65,0.5,4.574150073976653,-0.15000000000000002,-4.574150085449219,0.053824362606232246,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
5,plain,0.0,no,Can petroleum jelly be used as fuel in a car?,1.0,0.0,1.0,1.0,-0.3788108825675836,-0.9619789123512809,0.65,0.65,-0.5831680297836972,0.0,0.5831680297851562,0.22968197879858654,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
5,verbose,1.0,no,Can petroleum jelly be used as fuel in a car?,1.0,1.0,1.0,1.0,-4.656166076554934,-6.2108688349510865,0.65,0.65,-1.5547027583961528,0.0,1.5547027587890625,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,correct→correct
6,anchored,0.15,no,Did Julia Roberts practice blast beats as a child?,1.0,1.0,1.0,0.0,-0.49048614501851057,-0.49085235595600984,0.75,0.75,-0.00036621093749927836,0.0,0.0003662109375,0.02491103202846978,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
6,anchored_reason,0.35,no,Did Julia Roberts practice blast beats as a child?,1.0,1.0,1.0,0.0,-1.810447692865144,-1.2182807922332424,0.55,0.55,0.5921669006319017,0.0,-0.5921669006347656,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,correct→correct
6,anchored_selfcheck,0.75,no,Did Julia Roberts practice blast beats as a child?,1.0,1.0,1.0,1.0,-5.117778777909214,-6.05743026690671,0.65,0.65,-0.9396514889974963,0.0,0.9396514892578125,0.7712418300653595,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
6,anchored_xml,0.55,no,Did Julia Roberts practice blast beats as a child?,1.0,1.0,1.0,1.0,-5.682216643993513,-6.452182769141308,0.65,0.65,-0.7699661251477945,0.0,0.7699661254882812,0.48051948051948057,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
6,answer_first,0.45,no,Did Julia Roberts practice blast beats as a child?,1.0,0.0,1.0,1.0,-6.762275694936175,-5.945632934188234,0.55,0.5,0.816642760747941,-0.050000000000000044,-0.8166427612304688,0.32183908045977017,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
6,plain,0.0,no,Did Julia Roberts practice blast beats as a child?,1.0,0.0,1.0,1.0,-0.8172950744610679,-1.57251739501492,0.55,0.65,-0.7552223205538522,0.09999999999999998,0.7552223205566406,0.3791044776119403,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
6,verbose,1.0,no,Did Julia Roberts practice blast beats as a child?,1.0,0.0,1.0,0.0,-5.038429260099685,-3.3213882446012435,0.8,0.8,1.7170410154984412,0.0,-1.717041015625,0.016949152542372836,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
7,anchored,0.15,no,Is myocardial infarction a brain problem?,1.0,1.0,1.0,0.0,-0.6770744323715867,-1.1162834167453206,0.65,0.65,-0.4392089843737339,0.0,0.439208984375,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,correct→correct
7,anchored_reason,0.35,no,Is myocardial infarction a brain problem?,1.0,1.0,1.0,1.0,-1.241065979000736,-2.5016288757203013,0.65,0.65,-1.2605628967195655,0.0,1.2605628967285156,0.006211180124223614,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
7,anchored_selfcheck,0.75,no,Is myocardial infarction a brain problem?,1.0,1.0,1.0,1.0,-4.193496704035324,-6.561775206812006,0.65,0.8,-2.3682785027766817,0.15000000000000002,2.3682785034179688,0.2222222222222222,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
7,anchored_xml,0.55,no,Is myocardial infarction a brain problem?,1.0,1.0,1.0,0.0,-3.806198120072231,-3.45594406124764,0.65,0.65,0.35025405882459104,0.0,-0.3502540588378906,0.0055248618784530246,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
7,answer_first,0.45,no,Is myocardial infarction a brain problem?,1.0,1.0,1.0,1.0,-9.143444051926375,-3.6976737975670932,0.65,0.65,5.445770254359282,0.0,-5.445770263671875,0.6492307692307693,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
7,plain,0.0,no,Is myocardial infarction a brain problem?,1.0,1.0,1.0,1.0,-0.9178047180154737,-1.2994117736782462,0.65,0.65,-0.38160705566277253,0.0,0.3816070556640625,0.06586826347305386,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
7,verbose,1.0,no,Is myocardial infarction a brain problem?,1.0,0.0,1.0,1.0,-3.966526031441359,-6.513263701718557,0.8,0.8,-2.5467376702771984,0.0,2.5467376708984375,0.10249307479224379,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
8,anchored,0.15,no,Would a hedgehog avoid animals without a spinal cord?,1.0,1.0,0.0,0.0,0.26521682739204144,-1.2100067138641322,0.65,0.65,-1.4752235412561736,0.0,1.4752235412597656,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,correct→correct
8,anchored_reason,0.35,no,Would a hedgehog avoid animals without a spinal cord?,1.0,1.0,1.0,1.0,-1.0289192199682624,-1.822998046868971,0.65,0.65,-0.7940788269007086,0.0,0.7940788269042969,0.006896551724137945,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
8,anchored_selfcheck,0.75,no,Would a hedgehog avoid animals without a spinal cord?,1.0,0.0,1.0,1.0,-4.312049865648077,-5.655704498005101,0.65,0.65,-1.3436546323570244,0.0,1.3436546325683594,0.026490066225165587,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
8,anchored_xml,0.55,no,Would a hedgehog avoid animals without a spinal cord?,1.0,1.0,1.0,1.0,-3.7103385924884535,-4.3834800719413805,0.65,0.8,-0.6731414794529269,0.15000000000000002,0.6731414794921875,0.14388489208633093,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
8,answer_first,0.45,no,Would a hedgehog avoid animals without a spinal cord?,1.0,0.0,0.0,1.0,-1.113449096676971,-7.179035185455937,0.55,0.4,-6.065586088778966,-0.15000000000000002,6.065586090087891,0.10650887573964496,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
8,plain,0.0,no,Would a hedgehog avoid animals without a spinal cord?,0.0,1.0,1.0,1.0,0.2699584960932034,-1.8873023986751907,0.5,0.65,-2.157260894768394,0.15000000000000002,2.1572608947753906,0.19111111111111112,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
8,verbose,1.0,no,Would a hedgehog avoid animals without a spinal cord?,1.0,1.0,1.0,1.0,-4.3025894164300285,-6.204483031731602,0.65,0.65,-1.9018936153015735,0.0,1.9018936157226562,0.19653179190751446,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,correct→correct
9,anchored,0.15,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,0.0,1.0,-0.04427337646475523,-0.6310729980455274,0.75,0.75,-0.5867996215807721,0.0,-0.5867996215820312,0.02491103202846978,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
9,anchored_reason,0.35,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,1.0,1.0,-0.29386138915956017,-1.047687530515078,0.65,0.65,-0.7538261413555177,0.0,-0.7538261413574219,0.11428571428571432,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
9,anchored_selfcheck,0.75,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,0.0,0.0,-4.562713622951042,-5.26386260967006,0.8,0.8,-0.7011489867190175,0.0,-0.7011489868164062,0.08157099697885195,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
9,anchored_xml,0.55,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,0.0,0.0,-4.545696258450707,-4.827476501339956,0.65,0.65,-0.2817802428892495,0.0,-0.2817802429199219,0.16913946587537088,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
9,answer_first,0.45,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,0.0,0.0,-4.14554595940952,-2.19280242919037,0.65,0.5,1.9527435302191503,-0.15000000000000002,1.9527435302734375,0.46438746438746437,-1.4428232973175175e-12,0.0,0.0,1.0,1.0,wrong→wrong
9,plain,0.0,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,0.0,0.0,-0.33740997314384363,-2.483203887927557,0.4,0.65,-2.145793914783713,0.25,-2.145793914794922,0.8711656441717791,-1.4428232973175175e-12,0.0,0.0,1.0,1.0,wrong→wrong
9,verbose,1.0,yes,Can The Hobbit be read in its entirety in four minutes?,0.0,0.0,0.0,0.0,-4.695682525525301,-5.262443542287522,0.8,0.8,-0.5667610167622206,0.0,-0.5667610168457031,0.01948051948051943,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
10,anchored,0.15,yes,Could Plato have agreed with the beliefs of Jainism?,0.0,0.0,1.0,1.0,0.34077835082938335,-0.8080253601056242,0.65,0.65,-1.1488037109350075,0.0,-1.1488037109375,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,wrong→wrong
10,anchored_reason,0.35,yes,Could Plato have agreed with the beliefs of Jainism?,1.0,0.0,0.0,0.0,-0.6562499999985915,-2.8059158325030498,0.65,0.65,-2.1496658325044584,0.0,-2.1496658325195312,0.3918495297805643,-1.4428232973175175e-12,0.0,1.0,1.0,1.0,correct→wrong
10,anchored_selfcheck,0.75,yes,Could Plato have agreed with the beliefs of Jainism?,0.0,0.0,0.0,0.0,-4.2050247191712735,-5.527000426994709,0.65,0.8,-1.3219757078234355,0.15000000000000002,-1.3219757080078125,0.22253521126760567,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
10,anchored_xml,0.55,yes,Could Plato have agreed with the beliefs of Jainism?,0.0,0.0,0.0,0.0,-3.734004974323412,-4.825321197385147,0.65,0.8,-1.0913162230617353,0.15000000000000002,-1.0913162231445312,0.35416666666666663,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
10,answer_first,0.45,yes,Could Plato have agreed with the beliefs of Jainism?,0.0,0.0,1.0,0.0,-0.46093368530177964,-2.4546051025275064,0.5,0.5,-1.9936714172257268,0.0,-1.9936714172363281,0.34050179211469533,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
10,plain,0.0,yes,Could Plato have agreed with the beliefs of Jainism?,0.0,0.0,1.0,1.0,0.758209228513959,-0.48362350463766646,0.6,0.65,-1.2418327331516255,0.050000000000000044,-1.2418327331542969,0.855072463768116,-1.4428232973175175e-12,0.0,0.0,1.0,1.0,wrong→wrong
10,verbose,1.0,yes,Could Plato have agreed with the beliefs of Jainism?,0.0,0.0,0.0,0.0,-4.16664886468161,-5.43600845313962,0.65,0.8,-1.26935958845801,0.15000000000000002,-1.2693595886230469,0.2191011235955056,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
11,anchored,0.15,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,0.0,1.0,1.0,0.25391769409128373,-1.258563995358092,0.65,0.65,-1.5124816894493758,0.0,-1.512481689453125,0.006329113924050667,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
11,anchored_reason,0.35,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,1.0,0.0,0.0,-0.8375244140606222,-1.5880203247023414,0.65,0.65,-0.7504959106417193,0.0,-0.7504959106445312,0.09148264984227128,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
11,anchored_selfcheck,0.75,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,0.0,0.0,0.0,-4.669021606338728,-6.364669799223736,0.65,0.8,-1.6956481928850078,0.15000000000000002,-1.695648193359375,0.30625,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
11,anchored_xml,0.55,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,1.0,0.0,0.0,-4.4835662840911485,-4.689025878797512,0.65,0.65,-0.20545959470636355,0.0,-0.2054595947265625,0.013698630136986356,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
11,answer_first,0.45,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,0.0,0.0,0.0,-4.6167259215297065,-4.216259002617782,0.65,0.55,0.4004669189119241,-0.09999999999999998,0.4004669189453125,0.1171662125340599,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
11,plain,0.0,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,0.0,0.0,0.0,0.06487655639635442,-1.4069900512656925,0.65,0.65,-1.471866607662047,0.0,-1.4718666076660156,0.2435897435897436,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
11,verbose,1.0,yes,Can Michael Bloomberg fund the debt of Micronesia for a decade?,0.0,1.0,0.0,0.0,-4.62100982655857,-5.65885162324834,0.8,0.8,-1.0378417966897704,0.0,-1.037841796875,0.21341463414634143,-1.4428232973175175e-12,1.0,0.0,1.0,1.0,wrong→correct
12,anchored,0.15,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,1.0,0.0,0.12277984619116022,-1.70801925658646,0.65,0.65,-1.8307991027776203,0.0,-1.8307991027832031,0.5938461538461539,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
12,anchored_reason,0.35,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,0.0,1.0,-1.0310440063452089,-1.0730323791478082,0.65,0.65,-0.04198837280259937,0.0,-0.041988372802734375,0.016286644951140072,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
12,anchored_selfcheck,0.75,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,0.0,1.0,-4.8301353453337645,-4.582420349023353,0.65,0.65,0.24771499631041127,0.0,0.24771499633789062,0.04255319148936165,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
12,anchored_xml,0.55,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,0.0,0.0,-4.141353607114863,-4.852947234979312,0.65,0.65,-0.711593627864449,0.0,-0.7115936279296875,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,0.0,wrong→wrong
12,answer_first,0.45,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,0.0,0.0,-6.607807158682973,-5.851139068255888,0.65,0.65,0.7566680904270848,0.0,0.7566680908203125,0.6121883656509695,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
12,plain,0.0,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,0.0,1.0,0.16410064697232654,-0.37939071655195733,0.65,0.55,-0.5434913635242838,-0.09999999999999998,-0.5434913635253906,0.7628865979381443,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
12,verbose,1.0,yes,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,0.0,0.0,0.0,0.0,-4.643325805560183,-5.949264525983719,0.65,0.65,-1.3059387204235362,0.0,-1.305938720703125,0.18285714285714283,-1.4428232973175175e-12,0.0,0.0,0.0,1.0,wrong→wrong
