split,question_id,variant,strength,note,question,gold,pass1_prompt,pass1_full_output,pass1_completion,pass1_prediction,pass1_correct,pass1_calibrated_prediction,pass1_calibrated_correct,pass1_logodds,pass1_confidence,pass1_commitment,pass2_prompt,pass2_full_output,pass2_completion,pass2_prediction,pass2_correct,pass2_calibrated_prediction,pass2_calibrated_correct,pass2_logodds,pass2_confidence,pass2_commitment,improved,regressed,unchanged,transition,cal_transition,pass1_vs_pass2_prediction_changed,pass1_vs_pass2_text_changed,pass1_stability_score,pass2_stability_score,transition_entropy,cal_transition_entropy,pass1_majority_accuracy,pass2_majority_accuracy,pass1_majority_prediction,pass2_majority_prediction,pass1_logodds_mean_question,pass2_logodds_mean_question,n_variants,pass1_accuracy,pass2_accuracy,pass1_logodds_mean,pass2_logodds_mean,pass1_logodds_std,pass2_logodds_std,pass1_commitment_mean,pass2_commitment_mean,pass1_commitment_std,pass2_commitment_std,improvement_rate,regression_rate,prediction_change_rate,text_change_rate,pass1_raw_correct_rate,pass2_raw_correct_rate,pass1_cal_correct_rate,pass2_cal_correct_rate,is_question_summary
test,12,,,,Is Benjamin Franklin a prime candidate to have his statues removed by Black Lives Matter movement?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.000088900581841e-12,0.796311640170813,0.0,0.0,no,no,,,7.0,0.0,0.0,-2.9952550614105005,-2.6157858712006195,2.708283361958892,1.695228116118529,0.65,0.6357142857142858,0.0,0.03779644730092272,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.14285714285714285,True
test,13,,,,Are sables related to wolverines?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.42857142857142855,0.6829081046984717,1.0789922078745833,0.0,0.5,no,no,,,7.0,0.0,0.42857142857142855,-2.466788700588705,-2.4244526454092434,2.395851279433659,1.661107205072246,0.6285714285714287,0.6714285714285715,0.056694670951384085,0.10350983390135315,0.42857142857142855,0.0,0.42857142857142855,0.8571428571428571,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,True
test,14,,,,Does Jerry Seinfeld hang out at the Budweiser Party Deck?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7142857142857143,0.5982695885832573,-1.000088900581841e-12,1.0,0.7142857142857143,no,no,,,7.0,1.0,0.7142857142857143,-2.822260720339301,-3.1162272861467106,2.085682895266666,1.620825897292537,0.692857142857143,0.692857142857143,0.07319250547114,0.07319250547114,0.0,0.2857142857142857,0.2857142857142857,1.0,1.0,0.7142857142857143,1.0,1.0,True
test,15,,,,Do you often hear Marco Polo's name shouted near water?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.5714285714285714,0.9556998911095345,1.0789922078745835,0.16666666666666666,0.3333333333333333,no,no,,,7.0,0.14285714285714285,0.2857142857142857,-2.698313031813945,-2.5260129655832224,2.52987167156786,1.2157178292117217,0.6571428571428573,0.6571428571428573,0.1336306209562122,0.1336306209562122,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,True
test,16,,,,Can you hunt Iberian wolves in the Southern United States?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.5714285714285714,0.9556998911095345,-1.000088900581841e-12,0.8571428571428571,0.6666666666666666,no,no,,,7.0,0.8571428571428571,0.5714285714285714,-3.6574908663386254,-4.458388191812939,2.5705709701940913,2.4547036042742962,0.6714285714285715,0.6785714285714286,0.05669467095138409,0.1439245834257849,0.0,0.2857142857142857,0.2857142857142857,1.0,0.8571428571428571,0.5714285714285714,1.0,1.0,True
test,17,,,,Can a New Yorker get their eyes checked by Rand Paul legally?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,1.0,0.41011631828640904,0.5982695885832573,0.8571428571428571,1.0,no,no,,,7.0,0.8571428571428571,1.0,-2.1756248473800825,-3.7630141120086598,2.0779110028483685,2.0452585146847815,0.65,0.692857142857143,0.0,0.07319250547114,0.14285714285714285,0.0,0.14285714285714285,1.0,0.8571428571428571,1.0,0.7142857142857143,1.0,True
test,18,,,,Did the Nepalese Civil War take place near India?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5714285714285714,0.5982695885832573,1.277034259462139,1.0,0.3333333333333333,yes,no,,,7.0,1.0,0.2857142857142857,-1.665202549483266,-2.7079380579716243,2.8316553964703095,1.991755401381389,0.6571428571428571,0.6571428571428573,0.07319250547113998,0.1336306209562122,0.0,0.7142857142857143,0.7142857142857143,1.0,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,True
test,19,,,,Will Chuck Norris be a nonagenarian by time next leap year after 2020 happens?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.7142857142857143,0.5982695885832573,0.5982695885832573,1.0,1.0,no,no,,,7.0,0.7142857142857143,0.7142857142857143,-2.5417970929005094,-3.6809692376847765,2.6168215661691847,2.8575379375206302,0.6714285714285714,0.6857142857142857,0.1349603116263656,0.1180193688704165,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,True
test,20,,,,Would Snowdon mountain be a piece of cake for Tenzing Norgay?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,1.0,-1.000088900581841e-12,0.41011631828640904,0.0,0.0,no,no,,,7.0,0.0,0.0,-2.543700081913427,-3.4386798312823723,2.2986650076828576,1.6819992601241924,0.6357142857142858,0.692857142857143,0.11801936887041646,0.07319250547114,0.0,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,True
test,21,,,,Is the letter D influenced by the shape of ancient doors?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.8571428571428571,0.41011631828640904,0.5982695885832573,0.16666666666666666,0.0,no,no,,,7.0,0.14285714285714285,0.0,-2.483547210655361,-4.189258575197015,1.9593046633236788,2.2341911797221936,0.6285714285714287,0.6142857142857142,0.056694670951384085,0.06267831705280089,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,0.0,True
test,22,,,,Did John Lennon listen to Compact discs?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7142857142857143,0.5982695885832573,1.0789922078745835,1.0,0.8333333333333334,no,no,,,7.0,1.0,0.7142857142857143,-2.03520475113454,-2.6176071166763593,1.6713219201181817,1.039884068246857,0.6857142857142857,0.6642857142857143,0.06267831705280087,0.09449111825230681,0.0,0.2857142857142857,0.2857142857142857,0.8571428571428571,1.0,0.7142857142857143,0.2857142857142857,0.7142857142857143,True
test,23,,,,Do the Egyptian pyramids look the same from outside as they did when new?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.7142857142857143,0.796311640170813,0.5982695885832573,0.8571428571428571,0.8333333333333334,no,no,,,7.0,0.8571428571428571,0.7142857142857143,-2.5284887040889124,-3.100335257348029,2.217868277501568,1.518480978540554,0.6071428571428571,0.6285714285714287,0.05345224838248487,0.056694670951384085,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,True
test,24,,,,Does March begin on the same day of the week as February during leap years?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8571428571428571,0.41011631828640904,0.5982695885832573,1.0,1.0,no,no,,,7.0,1.0,0.8571428571428571,-3.3541183470691527,-2.6781926835858543,2.189015618553953,1.7665174031211401,0.6714285714285715,0.6928571428571428,0.05669467095138409,0.11338934190276818,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.0,0.8571428571428571,1.0,0.7142857142857143,True
test,25,,,,Is blonde hair green eyed Sara Paxton considered a Latino?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,0.0,0.0,no,no,,,7.0,0.0,0.0,-3.615875788445195,-2.912128448453499,2.5774342647171777,1.3283680092324819,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,True
test,26,,,,Can the history of art be learned by an amoeba?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5714285714285714,0.6829081046984717,0.41011631828640904,1.0,0.6666666666666666,no,no,,,7.0,1.0,0.5714285714285714,-4.049070626998394,-2.606573377310993,3.0333285561925742,1.2853469866750966,0.65,0.6357142857142858,0.0,0.09449111825230681,0.0,0.42857142857142855,0.42857142857142855,1.0,1.0,0.5714285714285714,1.0,0.8571428571428571,True
test,27,,,,Does it seem like the Gorillaz is composed of more members than they have?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.7142857142857143,0.41011631828640904,0.9556998911095345,0.0,0.16666666666666666,no,no,,,7.0,0.0,0.14285714285714285,-1.9123137337505725,-2.9897482735193726,2.2422999639520538,1.8376173752882137,0.6285714285714284,0.65,0.10350983390135315,0.08660254037844388,0.14285714285714285,0.0,0.2857142857142857,0.8571428571428571,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,True
test,28,,,,Did Ice make people rich?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,1.0,-1.000088900581841e-12,0.796311640170813,0.0,0.0,no,no,,,7.0,0.0,0.0,-2.58738218029598,-3.131006513167137,2.1818595683384205,2.204236462013878,0.6642857142857143,0.6928571428571428,0.09449111825230681,0.09322272357358044,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.14285714285714285,0.14285714285714285,True
test,29,,,,Did Polar Bears roam around in Ancient Greece?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.7142857142857143,1.0789922078745835,-1.000088900581841e-12,0.7142857142857143,0.8333333333333334,no,no,,,7.0,0.7142857142857143,0.7142857142857143,-2.918535504953733,-4.031968252790015,2.3192291482331524,2.204995622745132,0.6642857142857143,0.7071428571428571,0.03779644730092272,0.11338934190276818,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0,1.0,True
test,30,,,,Is Alistair Darling in favor of Scottish independence?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8571428571428571,0.41011631828640904,-1.000088900581841e-12,1.0,1.0,no,no,,,7.0,1.0,0.8571428571428571,-3.6403301782257103,-3.566782270025631,2.338522198575637,1.9064557048439101,0.6714285714285715,0.6928571428571428,0.05669467095138409,0.11338934190276818,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,True
test,31,,,,Is ID required to get all medications from all pharmacies?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.8571428571428571,0.796311640170813,0.796311640170813,0.7142857142857143,0.8571428571428571,no,no,,,7.0,0.7142857142857143,0.8571428571428571,-2.7659121921421668,-4.094314029551231,2.4657526069474387,3.0616463163998953,0.6357142857142858,0.6571428571428571,0.03779644730092272,0.07319250547113998,0.14285714285714285,0.0,0.14285714285714285,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,True
test,32,,,,Do many fans of J.K Rowling know who Alan Rickman is?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,0.5714285714285714,1.351783994285646,1.0042424730510766,0.6666666666666666,0.42857142857142855,yes,no,,,7.0,0.5714285714285714,0.42857142857142855,-0.9104401724539805,-2.3365418570190775,2.704055068049904,1.3745332190871515,0.65,0.6714285714285715,0.08660254037844388,0.05669467095138409,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.5714285714285714,True
test,33,,,,Does the Constitution of the Philippines copy text from the British constitution?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.7142857142857143,1.0789922078745835,0.41011631828640904,0.7142857142857143,0.8333333333333334,no,no,,,7.0,0.7142857142857143,0.7142857142857143,-2.9561707632173184,-3.3742043630226535,2.304698629152314,2.008496161289884,0.65,0.5928571428571429,0.05773502691896256,0.1239239398064105,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.0,0.7142857142857143,0.7142857142857143,1.0,0.8571428571428571,True
test,34,,,,Is sunscreen unhelpful for the condition that killed Bob Marley?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.7142857142857143,0.796311640170813,0.41011631828640904,0.14285714285714285,0.2857142857142857,no,no,,,7.0,0.14285714285714285,0.2857142857142857,-2.403853825097881,-3.8677248272211324,2.4224490463033255,1.9925616908441581,0.65,0.6928571428571428,0.0,0.07319250547114,0.14285714285714285,0.0,0.14285714285714285,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,True
test,35,,,,Did mongoose come from later period than rhinos?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.000088900581841e-12,0.41011631828640904,0.0,0.0,no,no,,,7.0,0.0,0.0,-2.6861784797838055,-4.2469378875138535,2.527465738714263,2.5807015720770483,0.6857142857142857,0.6857142857142857,0.06267831705280087,0.06267831705280087,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,True
test,36,,,,"Is 2018 Ashland, Oregon population inadequate to be a hypothetical military division?",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.7142857142857143,0.796311640170813,-1.000088900581841e-12,0.8571428571428571,0.8333333333333334,no,no,,,7.0,0.8571428571428571,0.7142857142857143,-1.7279096330745563,-3.8158563882313206,1.8764182589818303,2.671913593609612,0.6857142857142857,0.7071428571428571,0.06267831705280087,0.11338934190276818,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,1.0,True
test,37,,,,Is it wise to feed a Snickers bar to a poodle?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.8571428571428571,0.41011631828640904,-1.000088900581841e-12,1.0,1.0,no,no,,,7.0,0.8571428571428571,0.8571428571428571,-3.0923140388690262,-3.948636735853742,2.398489688962351,2.512622684733038,0.6285714285714287,0.6714285714285715,0.056694670951384085,0.10350983390135315,0.0,0.0,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,True
test,38,,,,Is it best to avoid kola nuts with colitis?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.7142857142857143,1.0789922078745833,0.6829081046984717,0.5,0.7142857142857143,no,yes,,,7.0,0.42857142857142855,0.7142857142857143,-0.9751864841809327,-4.602842601930904,3.001434045797278,3.191669554779006,0.6785714285714286,0.7142857142857143,0.1439245834257849,0.08017837257372733,0.2857142857142857,0.0,0.42857142857142855,1.0,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.0,True
test,39,,,,Does Woody Allen await the Second Coming?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.42857142857142855,1.277034259462139,0.41011631828640904,0.8333333333333334,0.5,no,yes,,,7.0,0.7142857142857143,0.42857142857142855,-2.2208175658822107,-3.559787205216614,2.0932055813729638,1.5628558961049237,0.65,0.65,0.08660254037844388,0.08660254037844388,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.0,0.7142857142857143,0.42857142857142855,0.8571428571428571,1.0,True
test,40,,,,Would Temujin hypothetically be jealous of Charlemagne's conquests?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,0.8571428571428571,0.796311640170813,0.41011631828640904,1.0,1.0,no,no,,,7.0,0.7142857142857143,0.8571428571428571,-1.4129758562229588,-3.346604483321394,2.0931163633991585,2.377841186348826,0.6071428571428571,0.6428571428571429,0.11700630833624395,0.07319250547113998,0.14285714285714285,0.0,0.14285714285714285,1.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,1.0,True
test,41,,,,"If Goofy were a pet, would he need heartworm prevention?",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,0.5714285714285714,1.15374194269709,0.9556998911095345,0.3333333333333333,0.3333333333333333,no,no,,,7.0,0.2857142857142857,0.2857142857142857,-1.5799751281511232,-2.9892463681546744,2.285819938986017,3.416310085687463,0.6214285714285713,0.6357142857142858,0.12198750911856666,0.09449111825230681,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,True
test,42,,,,Is number of different US President's in 1800s a lucky number in Hong Kong?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.7142857142857143,0.9556998911095345,-1.000088900581841e-12,0.8571428571428571,0.2857142857142857,no,yes,,,7.0,0.8571428571428571,0.2857142857142857,-3.26833452478277,-4.017768314417407,2.702571973176773,2.8579898522607605,0.692857142857143,0.692857142857143,0.07319250547114,0.07319250547114,0.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.2857142857142857,1.0,1.0,True
test,43,,,,Does Biochemistry study gluons?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7142857142857143,0.5982695885832573,-1.000088900581841e-12,1.0,0.7142857142857143,no,no,,,7.0,1.0,0.7142857142857143,-3.145102909373382,-3.920953477877705,2.5577315236070746,2.3699580531802567,0.6714285714285715,0.6571428571428571,0.05669467095138409,0.07319250547113998,0.0,0.2857142857142857,0.2857142857142857,1.0,1.0,0.7142857142857143,1.0,1.0,True
test,44,,,,Can fish get Tonsillitis?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5714285714285714,0.6829081046984717,1.2770342594621393,1.0,0.6666666666666666,no,no,,,7.0,1.0,0.5714285714285714,-1.9157992771424546,-2.7216698782278974,2.26997724560409,1.802029886220342,0.65,0.6142857142857142,0.0,0.09449111825230681,0.0,0.42857142857142855,0.42857142857142855,1.0,1.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,True
test,45,,,,Would a blooming onion be possible with a shallot?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.7142857142857143,0.796311640170813,1.351783994285646,0.8571428571428571,0.8333333333333334,no,no,,,7.0,0.8571428571428571,0.7142857142857143,-2.130920410124046,-2.401209694970436,2.292793331381699,1.5309346165045221,0.6357142857142858,0.6142857142857142,0.037796447300922714,0.09449111825230681,0.0,0.14285714285714285,0.14285714285714285,1.0,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.42857142857142855,True
test,46,,,,Would a packed Wembley stadium be likely to have a descendant of the Mongols inside?,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7142857142857143,0.41011631828640904,0.6829081046984717,0.0,0.16666666666666666,no,no,,,7.0,0.0,0.14285714285714285,-1.3084013802575936,-2.6058175222692674,1.8437651110720599,1.7561304936202924,0.6357142857142858,0.6142857142857142,0.037796447300922714,0.09449111825230681,0.14285714285714285,0.0,0.2857142857142857,0.8571428571428571,0.0,0.14285714285714285,1.0,0.5714285714285714,True
test,47,,,,Is dyslexia the most common intellectual disability in US?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-1.000088900581841e-12,-1.000088900581841e-12,1.0,1.0,no,no,,,7.0,1.0,1.0,-3.0557359967025013,-3.969804490332177,2.205791245761605,2.9480729834695176,0.65,0.6714285714285716,0.0,0.05669467095138409,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,True
test,48,,,,Are Brian Cranston and Saoirse Ronan's combined Emmy Awards a prime number?,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571428571428571,0.8571428571428571,0.796311640170813,0.5982695885832573,0.8571428571428571,1.0,no,no,,,7.0,0.8571428571428571,0.8571428571428571,-3.0488684517106432,-3.3381140571367447,2.4565438076110366,2.1653583657635496,0.6714285714285715,0.6642857142857144,0.10350983390135314,0.11443442705426587,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,True
