task,sample_id,recipe,prompt_strength,gold,prediction,correct,format_target_margin,content_target_margin,format_full_entropy,content_full_entropy,format_dla_curve,content_dla_curve,format_attention_curve,content_attention_curve,prompt_tokens,completion_tokens,format_compliance
gsm8k,4,hash_plain,0.15,20,20,True,-2.25,-2.25,3.1283533573150635,3.1283533573150635,"[4.37241792678833, -1.814934253692627, 1.4554479122161865, 2.000053882598877, 4.135746002197266, 1.2092467546463013, -0.018089652061462402, -1.882167935371399, 4.24622106552124, 8.18437671661377, 9.972761154174805, 4.643984794616699, 8.633056640625, 13.372976303100586, 8.4078369140625, 10.54857063293457, 13.905609130859375, 10.904703140258789, 14.984615325927734, 15.356932640075684, 15.251688003540039, 14.726031303405762, 18.52503204345703, 20.053997039794922, 19.64151382446289, 19.26346206665039, 19.3599910736084, 18.75441551208496, 16.650638580322266, 17.86654281616211, 18.747379302978516, 23.676536560058594, 51.883270263671875]","[4.37241792678833, -1.814934253692627, 1.4554479122161865, 2.000053882598877, 4.135746002197266, 1.2092467546463013, -0.018089652061462402, -1.882167935371399, 4.24622106552124, 8.18437671661377, 9.972761154174805, 4.643984794616699, 8.633056640625, 13.372976303100586, 8.4078369140625, 10.54857063293457, 13.905609130859375, 10.904703140258789, 14.984615325927734, 15.356932640075684, 15.251688003540039, 14.726031303405762, 18.52503204345703, 20.053997039794922, 19.64151382446289, 19.26346206665039, 19.3599910736084, 18.75441551208496, 16.650638580322266, 17.86654281616211, 18.747379302978516, 23.676536560058594, 51.883270263671875]","[0.0276031494140625, 0.058746337890625, 0.09320068359375, 0.259521484375, 0.269775390625, 0.4443359375, 0.56640625, 0.650390625, 0.7802734375, 0.75830078125, 0.779296875, 0.75927734375, 0.7646484375, 0.78564453125, 0.63525390625, 0.548828125, 0.5546875, 0.55126953125, 0.51806640625, 0.583984375, 0.71923828125, 0.63037109375, 0.681640625, 0.71240234375, 0.67333984375, 0.67333984375, 0.68603515625, 0.77490234375, 0.6328125, 0.53564453125, 0.5751953125, 0.436767578125]","[0.0276031494140625, 0.058746337890625, 0.09320068359375, 0.259521484375, 0.269775390625, 0.4443359375, 0.56640625, 0.650390625, 0.7802734375, 0.75830078125, 0.779296875, 0.75927734375, 0.7646484375, 0.78564453125, 0.63525390625, 0.548828125, 0.5546875, 0.55126953125, 0.51806640625, 0.583984375, 0.71923828125, 0.63037109375, 0.681640625, 0.71240234375, 0.67333984375, 0.67333984375, 0.68603515625, 0.77490234375, 0.6328125, 0.53564453125, 0.5751953125, 0.436767578125]",160,128,False
gsm8k,4,hash_roomy,0.25,20,20,True,-2.15625,-2.15625,3.111008405685425,3.111008405685425,"[4.37241792678833, -1.7667173147201538, 0.4346383810043335, 2.041780948638916, 4.495112895965576, 1.5807881355285645, 0.875641942024231, -1.526545524597168, 4.67983865737915, 8.411659240722656, 9.636919975280762, 5.0430192947387695, 8.883268356323242, 13.179091453552246, 8.27814769744873, 9.994568824768066, 13.889986038208008, 9.917200088500977, 14.41617202758789, 14.650404930114746, 14.131135940551758, 13.763581275939941, 17.81800079345703, 19.58904457092285, 18.732778549194336, 18.344993591308594, 18.207674026489258, 17.539230346679688, 15.743063926696777, 17.428199768066406, 18.465219497680664, 23.288597106933594, 51.68364715576172]","[4.37241792678833, -1.7667173147201538, 0.4346383810043335, 2.041780948638916, 4.495112895965576, 1.5807881355285645, 0.875641942024231, -1.526545524597168, 4.67983865737915, 8.411659240722656, 9.636919975280762, 5.0430192947387695, 8.883268356323242, 13.179091453552246, 8.27814769744873, 9.994568824768066, 13.889986038208008, 9.917200088500977, 14.41617202758789, 14.650404930114746, 14.131135940551758, 13.763581275939941, 17.81800079345703, 19.58904457092285, 18.732778549194336, 18.344993591308594, 18.207674026489258, 17.539230346679688, 15.743063926696777, 17.428199768066406, 18.465219497680664, 23.288597106933594, 51.68364715576172]","[0.02752685546875, 0.056976318359375, 0.085693359375, 0.255859375, 0.271484375, 0.43896484375, 0.5576171875, 0.64892578125, 0.765625, 0.75634765625, 0.771484375, 0.7587890625, 0.76708984375, 0.79345703125, 0.658203125, 0.5546875, 0.541015625, 0.5478515625, 0.5009765625, 0.58056640625, 0.71044921875, 0.6298828125, 0.6689453125, 0.70068359375, 0.66015625, 0.6630859375, 0.67431640625, 0.7548828125, 0.62353515625, 0.51904296875, 0.56591796875, 0.428466796875]","[0.02752685546875, 0.056976318359375, 0.085693359375, 0.255859375, 0.271484375, 0.43896484375, 0.5576171875, 0.64892578125, 0.765625, 0.75634765625, 0.771484375, 0.7587890625, 0.76708984375, 0.79345703125, 0.658203125, 0.5546875, 0.541015625, 0.5478515625, 0.5009765625, 0.58056640625, 0.71044921875, 0.6298828125, 0.6689453125, 0.70068359375, 0.66015625, 0.6630859375, 0.67431640625, 0.7548828125, 0.62353515625, 0.51904296875, 0.56591796875, 0.428466796875]",162,128,False
gsm8k,4,hash_think,0.45,20,20,True,-1.15625,-1.15625,3.1744179725646973,3.1744179725646973,"[4.37241792678833, -2.102921962738037, 0.13312089443206787, 2.6232192516326904, 5.253416061401367, 3.0536201000213623, 2.2920000553131104, -0.28460758924484253, 5.656735897064209, 8.26572036743164, 10.235499382019043, 7.138922691345215, 11.425498962402344, 12.860030174255371, 8.38408088684082, 9.481890678405762, 12.694072723388672, 8.58005142211914, 13.014935493469238, 13.723376274108887, 12.967926979064941, 12.529504776000977, 16.713499069213867, 17.863914489746094, 17.172513961791992, 16.63452911376953, 16.715221405029297, 15.596288681030273, 14.410670280456543, 15.954748153686523, 17.84250259399414, 22.880374908447266, 52.50139617919922]","[4.37241792678833, -2.102921962738037, 0.13312089443206787, 2.6232192516326904, 5.253416061401367, 3.0536201000213623, 2.2920000553131104, -0.28460758924484253, 5.656735897064209, 8.26572036743164, 10.235499382019043, 7.138922691345215, 11.425498962402344, 12.860030174255371, 8.38408088684082, 9.481890678405762, 12.694072723388672, 8.58005142211914, 13.014935493469238, 13.723376274108887, 12.967926979064941, 12.529504776000977, 16.713499069213867, 17.863914489746094, 17.172513961791992, 16.63452911376953, 16.715221405029297, 15.596288681030273, 14.410670280456543, 15.954748153686523, 17.84250259399414, 22.880374908447266, 52.50139617919922]","[0.0292510986328125, 0.05859375, 0.08203125, 0.25146484375, 0.267578125, 0.42578125, 0.54833984375, 0.60986328125, 0.70361328125, 0.70849609375, 0.7890625, 0.736328125, 0.80419921875, 0.75390625, 0.630859375, 0.58935546875, 0.5, 0.493896484375, 0.484130859375, 0.51123046875, 0.68994140625, 0.58740234375, 0.62109375, 0.69873046875, 0.6142578125, 0.65576171875, 0.62744140625, 0.69677734375, 0.56396484375, 0.4697265625, 0.371337890625, 0.269775390625]","[0.0292510986328125, 0.05859375, 0.08203125, 0.25146484375, 0.267578125, 0.42578125, 0.54833984375, 0.60986328125, 0.70361328125, 0.70849609375, 0.7890625, 0.736328125, 0.80419921875, 0.75390625, 0.630859375, 0.58935546875, 0.5, 0.493896484375, 0.484130859375, 0.51123046875, 0.68994140625, 0.58740234375, 0.62109375, 0.69873046875, 0.6142578125, 0.65576171875, 0.62744140625, 0.69677734375, 0.56396484375, 0.4697265625, 0.371337890625, 0.269775390625]",171,129,True
gsm8k,4,hash_xml_think,0.7,20,20,True,-9.5,-4.625,0.23462629318237305,0.23462629318237305,"[2.6263463497161865, 4.636835098266602, 5.530853271484375, 2.185185432434082, 2.9465348720550537, 3.8011856079101562, 3.6536121368408203, 4.642662048339844, 4.700815200805664, 4.43433141708374, 6.679132461547852, 4.947376728057861, 6.038284778594971, 8.931732177734375, 8.782763481140137, 8.268558502197266, 11.093610763549805, 6.210224151611328, 11.601211547851562, 12.740120887756348, 16.87091636657715, 14.86794376373291, 14.483126640319824, 9.444416999816895, 14.056830406188965, 15.575787544250488, 19.635051727294922, 19.408233642578125, 16.640085220336914, 15.367952346801758, 17.195926666259766, 19.019062042236328, 46.47554397583008]","[2.4743459224700928, 1.067228078842163, 1.9750992059707642, 3.179471015930176, 2.0632646083831787, 1.6108444929122925, -0.6629258394241333, 0.6264019012451172, 3.2136025428771973, 3.1549932956695557, 2.856738328933716, 2.4910330772399902, 2.4708452224731445, 5.013819694519043, 5.472583770751953, 6.103969573974609, 5.977675914764404, 4.783518314361572, 10.538263320922852, 13.615400314331055, 14.43497371673584, 15.156232833862305, 17.208934783935547, 19.08358383178711, 18.411020278930664, 19.913103103637695, 19.452342987060547, 20.57644271850586, 20.32805633544922, 20.450450897216797, 21.668453216552734, 23.098678588867188, 50.52943420410156]","[0.0257720947265625, 0.047760009765625, 0.04388427734375, 0.2379150390625, 0.2412109375, 0.37646484375, 0.46337890625, 0.489013671875, 0.69384765625, 0.5634765625, 0.6982421875, 0.52978515625, 0.50927734375, 0.6669921875, 0.50390625, 0.412353515625, 0.45849609375, 0.521484375, 0.625, 0.52392578125, 0.7333984375, 0.72021484375, 0.60791015625, 0.64404296875, 0.72021484375, 0.6259765625, 0.65380859375, 0.6630859375, 0.53662109375, 0.431396484375, 0.295654296875, 0.2333984375]","[0.0257720947265625, 0.047760009765625, 0.04388427734375, 0.2379150390625, 0.2412109375, 0.37646484375, 0.46337890625, 0.489013671875, 0.69384765625, 0.5634765625, 0.6982421875, 0.52978515625, 0.50927734375, 0.6669921875, 0.50390625, 0.412353515625, 0.45849609375, 0.521484375, 0.625, 0.52392578125, 0.7333984375, 0.72021484375, 0.60791015625, 0.64404296875, 0.72021484375, 0.6259765625, 0.65380859375, 0.6630859375, 0.53662109375, 0.431396484375, 0.295654296875, 0.2333984375]",187,129,False
gsm8k,4,hash_selfcheck,0.85,20,20,True,-9.78125,-4.53125,0.74006187915802,0.74006187915802,"[2.6263463497161865, 4.55060338973999, 5.399500370025635, 2.1960065364837646, 2.870035171508789, 4.447609901428223, 3.4860973358154297, 4.54525089263916, 5.2018537521362305, 5.7467851638793945, 7.823698997497559, 3.994100570678711, 5.5096893310546875, 8.472241401672363, 8.14638900756836, 8.303539276123047, 11.050432205200195, 6.652911186218262, 11.075775146484375, 11.672835350036621, 14.369115829467773, 12.958992004394531, 13.503423690795898, 7.410946846008301, 10.932162284851074, 12.157903671264648, 17.467857360839844, 17.523365020751953, 14.771533966064453, 12.043394088745117, 14.700088500976562, 15.96178913116455, 44.00753402709961]","[2.4743459224700928, 1.1236302852630615, 2.1936874389648438, 3.152125835418701, 1.5358211994171143, 0.5643200874328613, -2.815443277359009, 0.2558072805404663, 3.244030714035034, 5.493809223175049, 4.202479839324951, 2.4286463260650635, 2.2317442893981934, 4.7883992195129395, 6.07744026184082, 7.077692031860352, 6.69807243347168, 6.056426048278809, 10.027231216430664, 12.104043960571289, 12.707473754882812, 14.500082969665527, 15.853336334228516, 17.658340454101562, 18.136821746826172, 19.67083740234375, 19.223255157470703, 20.241046905517578, 19.52111053466797, 16.40073013305664, 17.269832611083984, 20.203433990478516, 48.307640075683594]","[0.024505615234375, 0.0394287109375, 0.03375244140625, 0.2371826171875, 0.2431640625, 0.372802734375, 0.472412109375, 0.46875, 0.67724609375, 0.5927734375, 0.69482421875, 0.6328125, 0.5478515625, 0.69287109375, 0.55517578125, 0.486083984375, 0.49365234375, 0.54150390625, 0.60205078125, 0.5341796875, 0.7626953125, 0.6943359375, 0.60595703125, 0.65380859375, 0.69482421875, 0.59423828125, 0.62109375, 0.56640625, 0.5263671875, 0.376953125, 0.290283203125, 0.275146484375]","[0.024505615234375, 0.0394287109375, 0.03375244140625, 0.2371826171875, 0.2431640625, 0.372802734375, 0.472412109375, 0.46875, 0.67724609375, 0.5927734375, 0.69482421875, 0.6328125, 0.5478515625, 0.69287109375, 0.55517578125, 0.486083984375, 0.49365234375, 0.54150390625, 0.60205078125, 0.5341796875, 0.7626953125, 0.6943359375, 0.60595703125, 0.65380859375, 0.69482421875, 0.59423828125, 0.62109375, 0.56640625, 0.5263671875, 0.376953125, 0.290283203125, 0.275146484375]",197,129,False
gsm8k,4,answer_first,0.35,20,13.33,False,-6.4375,-6.4375,0.06964334845542908,0.06964334845542908,"[3.335420846939087, -2.3402833938598633, -3.407116413116455, -1.0325274467468262, -0.05073750019073486, -0.12117671966552734, 0.12421321868896484, 0.41062527894973755, 2.3567538261413574, 1.6712414026260376, 3.2499170303344727, 1.6568421125411987, 2.4625747203826904, 6.8180389404296875, 6.335484027862549, 7.326411724090576, 8.262331008911133, 6.225141525268555, 11.966750144958496, 15.015478134155273, 17.440128326416016, 16.96997833251953, 17.054767608642578, 19.34364128112793, 16.772811889648438, 16.516494750976562, 17.145383834838867, 15.976253509521484, 14.056008338928223, 13.087327003479004, 14.596479415893555, 19.463382720947266, 51.93170928955078]","[3.335420846939087, -2.3402833938598633, -3.407116413116455, -1.0325274467468262, -0.05073750019073486, -0.12117671966552734, 0.12421321868896484, 0.41062527894973755, 2.3567538261413574, 1.6712414026260376, 3.2499170303344727, 1.6568421125411987, 2.4625747203826904, 6.8180389404296875, 6.335484027862549, 7.326411724090576, 8.262331008911133, 6.225141525268555, 11.966750144958496, 15.015478134155273, 17.440128326416016, 16.96997833251953, 17.054767608642578, 19.34364128112793, 16.772811889648438, 16.516494750976562, 17.145383834838867, 15.976253509521484, 14.056008338928223, 13.087327003479004, 14.596479415893555, 19.463382720947266, 51.93170928955078]","[0.029815673828125, 0.07000732421875, 0.07958984375, 0.248779296875, 0.257080078125, 0.40625, 0.48095703125, 0.56103515625, 0.74951171875, 0.6943359375, 0.75048828125, 0.734375, 0.63818359375, 0.76025390625, 0.65283203125, 0.681640625, 0.60546875, 0.642578125, 0.6728515625, 0.6484375, 0.75732421875, 0.708984375, 0.71923828125, 0.66796875, 0.7080078125, 0.62158203125, 0.69970703125, 0.65869140625, 0.54931640625, 0.441162109375, 0.424560546875, 0.364501953125]","[0.029815673828125, 0.07000732421875, 0.07958984375, 0.248779296875, 0.257080078125, 0.40625, 0.48095703125, 0.56103515625, 0.74951171875, 0.6943359375, 0.75048828125, 0.734375, 0.63818359375, 0.76025390625, 0.65283203125, 0.681640625, 0.60546875, 0.642578125, 0.6728515625, 0.6484375, 0.75732421875, 0.708984375, 0.71923828125, 0.66796875, 0.7080078125, 0.62158203125, 0.69970703125, 0.65869140625, 0.54931640625, 0.441162109375, 0.424560546875, 0.364501953125]",159,129,True
gsm8k,4,answer_first_xml,0.8,20,20,True,-10.46875,-8.0,0.007774455938488245,0.007774455938488245,"[2.6263463497161865, 4.665762424468994, 5.365140438079834, 2.7601401805877686, 3.4667768478393555, 4.1823201179504395, -0.17886781692504883, 0.6536730527877808, 5.98757266998291, 2.7123830318450928, 1.4088011980056763, -0.8152477145195007, 2.986663818359375, 6.389880180358887, 7.37971305847168, 5.897522449493408, 9.888833999633789, 7.03353214263916, 8.743632316589355, 10.157755851745605, 15.663715362548828, 15.327423095703125, 17.130996704101562, 15.154305458068848, 21.968164443969727, 23.241273880004883, 24.29063606262207, 27.586753845214844, 21.075742721557617, 18.821413040161133, 21.102846145629883, 21.79020881652832, 50.53422164916992]","[2.4743459224700928, 0.7131982445716858, 1.045133352279663, 2.9414288997650146, 2.1788954734802246, 0.2209792137145996, -4.139676570892334, -1.298117756843567, 3.723958730697632, 3.236877679824829, 0.4080359935760498, 1.4267511367797852, 3.85953688621521, 7.2155351638793945, 8.875329971313477, 7.9632182121276855, 8.055230140686035, 6.0390119552612305, 7.864728927612305, 9.406317710876465, 9.237540245056152, 9.975058555603027, 10.51795482635498, 11.565410614013672, 11.784769058227539, 13.808914184570312, 15.608448028564453, 15.147268295288086, 13.002930641174316, 12.014829635620117, 13.979267120361328, 19.173049926757812, 51.886634826660156]","[0.030426025390625, 0.0261993408203125, 0.023468017578125, 0.2357177734375, 0.245849609375, 0.367431640625, 0.4765625, 0.5009765625, 0.63720703125, 0.607421875, 0.658203125, 0.6474609375, 0.6318359375, 0.75830078125, 0.49462890625, 0.5390625, 0.5166015625, 0.4736328125, 0.591796875, 0.60107421875, 0.68701171875, 0.6845703125, 0.63671875, 0.671875, 0.72705078125, 0.62060546875, 0.63134765625, 0.62646484375, 0.5478515625, 0.4306640625, 0.2215576171875, 0.1326904296875]","[0.030426025390625, 0.0261993408203125, 0.023468017578125, 0.2357177734375, 0.245849609375, 0.367431640625, 0.4765625, 0.5009765625, 0.63720703125, 0.607421875, 0.658203125, 0.6474609375, 0.6318359375, 0.75830078125, 0.49462890625, 0.5390625, 0.5166015625, 0.4736328125, 0.591796875, 0.60107421875, 0.68701171875, 0.6845703125, 0.63671875, 0.671875, 0.72705078125, 0.62060546875, 0.63134765625, 0.62646484375, 0.5478515625, 0.4306640625, 0.2215576171875, 0.1326904296875]",187,129,False
gsm8k,4,verbose_xml,1.0,20,10,False,-8.21875,-3.28125,0.4148128032684326,0.4148128032684326,"[2.6263463497161865, 4.751638412475586, 5.748556613922119, 2.2687883377075195, 2.9445338249206543, 3.7247707843780518, 3.4931445121765137, 4.349808216094971, 4.36301851272583, 4.515720844268799, 6.856911659240723, 5.018728256225586, 6.005353927612305, 8.591109275817871, 9.709209442138672, 9.4793119430542, 11.859474182128906, 7.319268226623535, 12.342320442199707, 13.352670669555664, 17.71498680114746, 15.694725036621094, 14.767046928405762, 9.404413223266602, 14.56290054321289, 16.620834350585938, 20.687000274658203, 20.550697326660156, 17.138469696044922, 16.03887939453125, 17.621856689453125, 19.343292236328125, 47.701332092285156]","[2.4743459224700928, 1.1152429580688477, 2.073086738586426, 3.0060958862304688, 2.050727367401123, 1.4894578456878662, -0.9965953826904297, 0.720646321773529, 3.6746790409088135, 4.5206379890441895, 3.1990394592285156, 2.6755623817443848, 1.768215537071228, 4.957636833190918, 6.806060314178467, 7.087170600891113, 6.866994857788086, 6.195352554321289, 11.982890129089355, 15.137580871582031, 16.384361267089844, 16.488393783569336, 17.48941421508789, 18.91444206237793, 17.889280319213867, 19.11574935913086, 18.523902893066406, 20.134479522705078, 20.07705307006836, 21.687679290771484, 21.753116607666016, 23.861190795898438, 51.78022384643555]","[0.0274505615234375, 0.029632568359375, 0.0301361083984375, 0.2442626953125, 0.24609375, 0.378662109375, 0.47998046875, 0.495361328125, 0.7041015625, 0.5517578125, 0.728515625, 0.52685546875, 0.525390625, 0.69580078125, 0.5224609375, 0.385498046875, 0.472412109375, 0.5361328125, 0.6083984375, 0.5234375, 0.728515625, 0.67578125, 0.61279296875, 0.65283203125, 0.70751953125, 0.626953125, 0.66796875, 0.65283203125, 0.51806640625, 0.42529296875, 0.26171875, 0.229736328125]","[0.0274505615234375, 0.029632568359375, 0.0301361083984375, 0.2442626953125, 0.24609375, 0.378662109375, 0.47998046875, 0.495361328125, 0.7041015625, 0.5517578125, 0.728515625, 0.52685546875, 0.525390625, 0.69580078125, 0.5224609375, 0.385498046875, 0.472412109375, 0.5361328125, 0.6083984375, 0.5234375, 0.728515625, 0.67578125, 0.61279296875, 0.65283203125, 0.70751953125, 0.626953125, 0.66796875, 0.65283203125, 0.51806640625, 0.42529296875, 0.26171875, 0.229736328125]",188,129,False
gsm8k,5,baseline_plain,0.0,64,5,False,-0.875,-0.875,3.673816680908203,3.673816680908203,"[4.37241792678833, -1.695636510848999, 1.2672202587127686, 2.507692813873291, 5.422792434692383, 2.446072816848755, 0.8145546913146973, 0.4452224373817444, 3.482464551925659, 7.023374557495117, 7.666721343994141, 4.341782093048096, 7.8036885261535645, 12.998333930969238, 10.36812973022461, 10.755634307861328, 13.838805198669434, 8.605640411376953, 13.572239875793457, 12.704279899597168, 11.351922988891602, 8.897659301757812, 12.442493438720703, 13.612874984741211, 13.212204933166504, 13.077194213867188, 13.708145141601562, 12.935821533203125, 12.123922348022461, 13.743407249450684, 16.18164825439453, 21.624839782714844, 51.58168029785156]","[4.37241792678833, -1.695636510848999, 1.2672202587127686, 2.507692813873291, 5.422792434692383, 2.446072816848755, 0.8145546913146973, 0.4452224373817444, 3.482464551925659, 7.023374557495117, 7.666721343994141, 4.341782093048096, 7.8036885261535645, 12.998333930969238, 10.36812973022461, 10.755634307861328, 13.838805198669434, 8.605640411376953, 13.572239875793457, 12.704279899597168, 11.351922988891602, 8.897659301757812, 12.442493438720703, 13.612874984741211, 13.212204933166504, 13.077194213867188, 13.708145141601562, 12.935821533203125, 12.123922348022461, 13.743407249450684, 16.18164825439453, 21.624839782714844, 51.58168029785156]","[0.067138671875, 0.07501220703125, 0.18994140625, 0.83203125, 0.87353515625, 0.88818359375, 0.81982421875, 0.85595703125, 0.76220703125, 0.7421875, 0.7666015625, 0.70068359375, 0.68798828125, 0.70703125, 0.671875, 0.5546875, 0.60009765625, 0.5546875, 0.5166015625, 0.58203125, 0.66845703125, 0.6328125, 0.6787109375, 0.71044921875, 0.63427734375, 0.6513671875, 0.630859375, 0.6767578125, 0.59228515625, 0.53515625, 0.55322265625, 0.467041015625]","[0.067138671875, 0.07501220703125, 0.18994140625, 0.83203125, 0.87353515625, 0.88818359375, 0.81982421875, 0.85595703125, 0.76220703125, 0.7421875, 0.7666015625, 0.70068359375, 0.68798828125, 0.70703125, 0.671875, 0.5546875, 0.60009765625, 0.5546875, 0.5166015625, 0.58203125, 0.66845703125, 0.6328125, 0.6787109375, 0.71044921875, 0.63427734375, 0.6513671875, 0.630859375, 0.6767578125, 0.59228515625, 0.53515625, 0.55322265625, 0.467041015625]",79,128,False
gsm8k,5,hash_plain,0.15,64,60,False,3.4375,3.4375,0.9680770039558411,0.9680770039558411,"[4.37241792678833, -1.651073932647705, 1.4726999998092651, 2.860219717025757, 5.6252522468566895, 2.403928756713867, 1.100900411605835, 0.01747611165046692, 4.61614990234375, 8.198287963867188, 8.89700698852539, 5.288020133972168, 8.905900955200195, 12.13780689239502, 9.876593589782715, 12.167638778686523, 14.112231254577637, 10.363746643066406, 15.173270225524902, 15.336284637451172, 17.215314865112305, 18.692035675048828, 19.817588806152344, 21.6472225189209, 21.089946746826172, 21.039806365966797, 21.95428466796875, 21.006542205810547, 19.523223876953125, 22.455148696899414, 22.922401428222656, 27.697385787963867, 55.68501281738281]","[4.37241792678833, -1.651073932647705, 1.4726999998092651, 2.860219717025757, 5.6252522468566895, 2.403928756713867, 1.100900411605835, 0.01747611165046692, 4.61614990234375, 8.198287963867188, 8.89700698852539, 5.288020133972168, 8.905900955200195, 12.13780689239502, 9.876593589782715, 12.167638778686523, 14.112231254577637, 10.363746643066406, 15.173270225524902, 15.336284637451172, 17.215314865112305, 18.692035675048828, 19.817588806152344, 21.6472225189209, 21.089946746826172, 21.039806365966797, 21.95428466796875, 21.006542205810547, 19.523223876953125, 22.455148696899414, 22.922401428222656, 27.697385787963867, 55.68501281738281]","[0.068603515625, 0.07281494140625, 0.1129150390625, 0.37451171875, 0.388671875, 0.587890625, 0.6806640625, 0.75732421875, 0.78173828125, 0.76611328125, 0.82421875, 0.7109375, 0.7373046875, 0.79150390625, 0.6328125, 0.5390625, 0.59716796875, 0.67041015625, 0.62744140625, 0.6376953125, 0.75634765625, 0.72265625, 0.72314453125, 0.7353515625, 0.6845703125, 0.65087890625, 0.66650390625, 0.7919921875, 0.62646484375, 0.57568359375, 0.489013671875, 0.369384765625]","[0.068603515625, 0.07281494140625, 0.1129150390625, 0.37451171875, 0.388671875, 0.587890625, 0.6806640625, 0.75732421875, 0.78173828125, 0.76611328125, 0.82421875, 0.7109375, 0.7373046875, 0.79150390625, 0.6328125, 0.5390625, 0.59716796875, 0.67041015625, 0.62744140625, 0.6376953125, 0.75634765625, 0.72265625, 0.72314453125, 0.7353515625, 0.6845703125, 0.65087890625, 0.66650390625, 0.7919921875, 0.62646484375, 0.57568359375, 0.489013671875, 0.369384765625]",80,128,True
gsm8k,5,hash_roomy,0.25,64,3,False,2.6875,2.6875,1.4093791246414185,1.4093791246414185,"[4.37241792678833, -1.6246938705444336, 0.4496023654937744, 2.844755172729492, 5.784454345703125, 2.5582566261291504, 1.8091790676116943, 0.10643595457077026, 5.019607067108154, 8.178940773010254, 8.406320571899414, 5.23192024230957, 9.142940521240234, 12.596366882324219, 9.5053129196167, 11.748565673828125, 14.357027053833008, 9.868435859680176, 14.818662643432617, 14.835718154907227, 16.355497360229492, 17.666105270385742, 19.029775619506836, 21.039461135864258, 20.564830780029297, 20.322181701660156, 21.545368194580078, 20.987037658691406, 19.66697883605957, 22.624916076660156, 22.826269149780273, 27.222145080566406, 55.18336868286133]","[4.37241792678833, -1.6246938705444336, 0.4496023654937744, 2.844755172729492, 5.784454345703125, 2.5582566261291504, 1.8091790676116943, 0.10643595457077026, 5.019607067108154, 8.178940773010254, 8.406320571899414, 5.23192024230957, 9.142940521240234, 12.596366882324219, 9.5053129196167, 11.748565673828125, 14.357027053833008, 9.868435859680176, 14.818662643432617, 14.835718154907227, 16.355497360229492, 17.666105270385742, 19.029775619506836, 21.039461135864258, 20.564830780029297, 20.322181701660156, 21.545368194580078, 20.987037658691406, 19.66697883605957, 22.624916076660156, 22.826269149780273, 27.222145080566406, 55.18336868286133]","[0.0689697265625, 0.0693359375, 0.10284423828125, 0.37353515625, 0.392333984375, 0.5791015625, 0.66845703125, 0.7568359375, 0.759765625, 0.759765625, 0.810546875, 0.70751953125, 0.72900390625, 0.77001953125, 0.62451171875, 0.52197265625, 0.5751953125, 0.64404296875, 0.58740234375, 0.62109375, 0.7412109375, 0.6845703125, 0.689453125, 0.7177734375, 0.66796875, 0.65234375, 0.66162109375, 0.77734375, 0.61962890625, 0.541015625, 0.48583984375, 0.366943359375]","[0.0689697265625, 0.0693359375, 0.10284423828125, 0.37353515625, 0.392333984375, 0.5791015625, 0.66845703125, 0.7568359375, 0.759765625, 0.759765625, 0.810546875, 0.70751953125, 0.72900390625, 0.77001953125, 0.62451171875, 0.52197265625, 0.5751953125, 0.64404296875, 0.58740234375, 0.62109375, 0.7412109375, 0.6845703125, 0.689453125, 0.7177734375, 0.66796875, 0.65234375, 0.66162109375, 0.77734375, 0.61962890625, 0.541015625, 0.48583984375, 0.366943359375]",82,128,True
